img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
img_13614.jpg,0.0545671284199,0.0545671284199,0.253589570522,0.0545671284199,0.0835731774569,0.0545671284199,0.280867189169,0.0545671284199,0.0545671284199,0.0545671284199
img_8824.jpg,0.0448717921972,0.0448717921972,0.0448717921972,0.596153855324,0.0448717921972,0.0448717921972,0.0448717921972,0.0448717921972,0.0448717921972,0.0448717921972
img_99787.jpg,0.056804407388,0.056804407388,0.056804407388,0.056804407388,0.320564925671,0.197228044271,0.0770939663053,0.056804407388,0.056804407388,0.0642865821719
img_41021.jpg,0.0500015132129,0.0500015132129,0.163956910372,0.0500015132129,0.0500015132129,0.0500015132129,0.436030954123,0.0500015132129,0.0500015132129,0.0500015132129
img_85693.jpg,0.0615046061575,0.160629421473,0.0587534680963,0.274034261703,0.0587534680963,0.0587534680963,0.0711815953255,0.0587534680963,0.0587534680963,0.138882666826
img_11321.jpg,0.0448717959225,0.0448717959225,0.0448717959225,0.0448717959225,0.0448717959225,0.0448717959225,0.0448717959225,0.0448717959225,0.0448717959225,0.596153855324
img_83291.jpg,0.0631249472499,0.0629727840424,0.162229955196,0.0629727840424,0.112877108157,0.0933926254511,0.253511369228,0.0629727840424,0.0629727840424,0.0629727840424
img_47945.jpg,0.0798887833953,0.141756847501,0.249630853534,0.0617170780897,0.0617170780897,0.0856302678585,0.134507700801,0.0617170780897,0.0617170780897,0.0617170780897
img_62071.jpg,0.055052690208,0.055052690208,0.123746156693,0.055052690208,0.0918990373611,0.055052690208,0.397450566292,0.055052690208,0.055052690208,0.0565880015492
img_35729.jpg,0.0448717921972,0.0448717921972,0.0448717921972,0.596153855324,0.0448717921972,0.0448717921972,0.0448717921972,0.0448717921972,0.0448717921972,0.0448717921972
img_2259.jpg,0.0546699911356,0.0546699911356,0.122594416142,0.0546699911356,0.2789478302,0.0546699911356,0.0546699911356,0.0546699911356,0.215767771006,0.0546699911356
img_28380.jpg,0.0479003451765,0.0479003451765,0.0491671301425,0.0479003451765,0.0479003451765,0.0479003451765,0.0479003451765,0.567630112171,0.0479003451765,0.0479003451765
img_93837.jpg,0.0520711056888,0.0520711056888,0.0635848715901,0.0520711056888,0.387505620718,0.147385925055,0.0890969336033,0.0520711056888,0.0520711056888,0.0520711056888
img_61735.jpg,0.0525437258184,0.376429408789,0.18703661859,0.0525437258184,0.0525437258184,0.0525437258184,0.0687278434634,0.0525437258184,0.0525437258184,0.0525437258184
img_11691.jpg,0.052861880511,0.369313776493,0.199128001928,0.052861880511,0.052861880511,0.052861880511,0.0615249909461,0.052861880511,0.052861880511,0.052861880511
img_53106.jpg,0.0546018481255,0.0546018481255,0.16320079565,0.0546018481255,0.223554208875,0.0602569282055,0.225376859307,0.0546018481255,0.0546018481255,0.0546018481255
img_19056.jpg,0.0552085936069,0.0552085936069,0.0798303261399,0.0552085936069,0.0552085936069,0.0552085936069,0.0552085936069,0.0552085936069,0.0691228955984,0.464586645365
img_2202.jpg,0.0559766180813,0.0559766180813,0.0735450163484,0.0621771141887,0.0559766180813,0.0559766180813,0.0559766180813,0.0559766180813,0.472441494465,0.0559766180813
img_38821.jpg,0.0502999052405,0.537007987499,0.0603651665151,0.0502999052405,0.0502999052405,0.0502999052405,0.0502999052405,0.0502999052405,0.0502999052405,0.0505275763571
img_1375.jpg,0.0944285392761,0.0644325390458,0.131744727492,0.133873417974,0.0644325390458,0.0757137387991,0.0644325390458,0.0644325390458,0.215660080314,0.0908493623137
